ids,Heating,Cooling,Basement,Flooring1,Flooring2,Architecture,ConstructMat1,ConstructMat2,RoofMat,LotSize,HomeType,TotalLivArea,Bathrooms,Bedrooms,FullBaths,HalfBaths,Stories,ExteriorFeat,ExteriorMat1,ExteriorMat2,Address,StreetName,Region,Zipcode,YearBuilt,PriceSqft,SalePrice,ListingURL,DateSold
4825,Forced air,Central,Finished basement,Carpet,Laminate,Colonial,No Data,No Data,Other,1498,Townhouse,2040,4,3,2,2,3,Patio,Vinyl,Vinyl,"2567 Ambling Cir, Crofton, MD 21114",Ambling Cir,Crofton,MD 21114,1992,157,320000,https://www.zillow.com/homedetails/2567-Ambling-Cir-Crofton-MD-21114/36021469_zpid/,17-May
4826,Heat pump,Central,Partially finished,No Data,No Data,Colonial,No Data,No Data,Shake/Shingle,10245,Single Family,2354,3,4,2,1,3,Water,Vinyl,Vinyl,"1594 Chapman Rd, Crofton, MD 21114",Chapman Rd,Crofton,MD 21114,1999,206,485000,https://www.zillow.com/homedetails/1594-Chapman-Rd-Crofton-MD-21114/36014578_zpid/,17-May
4827,Forced air,Central,Finished basement,Hardwood,Tile,Colonial,No Data,No Data,Shake/Shingle,2238,Townhouse,2157,4,3,2,2,3,Patio,Vinyl,Vinyl,"2601 Waltham Ct, Crofton, MD 21114",Waltham Ct,Crofton,MD 21114,1993,171,369000,https://www.zillow.com/homedetails/2601-Waltham-Ct-Crofton-MD-21114/36021741_zpid/,17-May
4828,Forced air,Central,Finished basement,Carpet,Hardwood,Colonial,No Data,No Data,Asphalt,2151,Townhouse,2072,4,4,3,1,3,Patio,Brick,Brick,"2347 Laconia Ct, Crofton, MD 21114",Laconia Ct,Crofton,MD 21114,1995,176,365000,https://www.zillow.com/homedetails/2347-Laconia-Ct-Crofton-MD-21114/36002098_zpid/,17-May
4829,Forced air,Central,Finished basement,Carpet,Hardwood,Colonial,No Data,No Data,Shake/Shingle,1420,Townhouse,1984,4,4,3,1,3,Patio,Brick,Vinyl,"2406 Sandwich Ct, Crofton, MD 21114",Sandwich Ct,Crofton,MD 21114,1994,153,304000,https://www.zillow.com/homedetails/2406-Sandwich-Ct-Crofton-MD-21114/36002076_zpid/,17-May
4830,Forced air,Central,Finished basement,No Data,No Data,Colonial,No Data,No Data,Shake/Shingle,1428,Townhouse,1580,3,3,3,0,3,None,Brick,Brick,"1669 Yorktown Ct, Crofton, MD 21114",Yorktown Ct,Crofton,MD 21114,1976,183,289900,https://www.zillow.com/homedetails/1669-Yorktown-Ct-Crofton-MD-21114/36004990_zpid/,17-May
4831,Forced air,Central,Finished basement,Other,Other,Colonial,No Data,No Data,Other,1459,Townhouse,1962,4,4,3,1,3,Patio,Brick,Stone,"2309 Bellow Ct, Crofton, MD 21114",Bellow Ct,Crofton,MD 21114,2002,168,330000,https://www.zillow.com/homedetails/2309-Bellow-Ct-Crofton-MD-21114/60801382_zpid/,17-May
4832,Heat pump,Central,Finished basement,Other,Other,Colonial,No Data,No Data,Other,3537,Townhouse,1306,4,3,2,2,3,Patio,Other,Other,"1601 Heather Pl, Crofton, MD 21114",Heather Pl,Crofton,MD 21114,1991,219,286000,https://www.zillow.com/homedetails/1601-Heather-Pl-Crofton-MD-21114/35997596_zpid/,17-May
4833,Heat pump,Central,Finished basement,No Data,No Data,Colonial,No Data,No Data,Shake/Shingle,2151,Townhouse,2592,4,4,3,1,3,Patio,Brick,Brick,"2417 Vineyard Ln, Crofton, MD 21114",Vineyard Ln,Crofton,MD 21114,1980,139,359900,https://www.zillow.com/homedetails/2417-Vineyard-Ln-Crofton-MD-21114/36001553_zpid/,17-May
4834,Other,Central,Partially finished,Carpet,Hardwood,Other,No Data,No Data,Shake/Shingle,1260,Condo,2050,1,2,1,0,1,Water,Other,Other,"1100 Wickford Ct, Crofton, MD 21114",Wickford Ct,Crofton,MD 21114,2001,111,227500,https://www.zillow.com/homedetails/1100-Wickford-Ct-Crofton-MD-21114/71660234_zpid/,17-May
4835,Forced air,Central,Finished basement,Hardwood,Tile,Split level,No Data,No Data,Composition,4820,Single Family,2935,4,5,3,1,5,Patio,Brick,Vinyl,"2454 Shadywood Cir, Crofton, MD 21114",Shadywood Cir,Crofton,MD 21114,1993,185,542000,https://www.zillow.com/homedetails/2454-Shadywood-Cir-Crofton-MD-21114/36021659_zpid/,17-May
4836,Forced air,Central,None,Carpet,Linoleum / Vinyl,Other,No Data,No Data,Shake/Shingle,1431,Townhouse,1372,2,3,2,0,2,Patio,Vinyl,Vinyl,"2484 Revere Ct, Crofton, MD 21114",Revere Ct,Crofton,MD 21114,2004,186,255000,https://www.zillow.com/homedetails/2484-Revere-Ct-Crofton-MD-21114/65282337_zpid/,17-Apr
4837,Forced air,Central,Finished basement,No Data,No Data,Colonial,No Data,No Data,Shake/Shingle,2286,Townhouse,1280,3,3,2,1,3,Patio,Vinyl,Vinyl,"1637 Forest Hill Ct, Crofton, MD 21114",Forest Hill Ct,Crofton,MD 21114,1977,193,247000,https://www.zillow.com/homedetails/1637-Forest-Hill-Ct-Crofton-MD-21114/36004961_zpid/,17-Apr
4838,Forced air,Central,Partially finished,No Data,No Data,Colonial,No Data,No Data,Shake/Shingle,8485,Single Family,3364,4,5,3,1,3,Patio,Vinyl,Vinyl,"2802 Billhimer Ct, Crofton, MD 21114",Billhimer Ct,Crofton,MD 21114,1996,169,569000,https://www.zillow.com/homedetails/2802-Billhimer-Ct-Crofton-MD-21114/36014432_zpid/,17-Apr
4839,Other,No Data,Partially finished,No Data,No Data,Colonial,No Data,No Data,Shake/Shingle,7124,Single Family,2011,3,5,2,1,2,Patio,Other,Other,"1817 Hillburne Way, Crofton, MD 21114",Hillburne Way,Crofton,MD 21114,1995,254,510000,https://www.zillow.com/homedetails/1817-Hillburne-Way-Crofton-MD-21114/36012011_zpid/,17-Apr
4840,Other,Central,Finished basement,Carpet,Hardwood,Colonial,No Data,No Data,Asphalt,7570,Single Family,3242,4,5,3,1,3,Patio,Brick,Vinyl,"1830 Hyman Ln, Crofton, MD 21114",Hyman Ln,Crofton,MD 21114,1992,159,515000,https://www.zillow.com/homedetails/1830-Hyman-Ln-Crofton-MD-21114/36012649_zpid/,17-Apr
4841,Forced air,Central,Partially finished,No Data,No Data,Colonial,No Data,No Data,Shake/Shingle,7928,Single Family,2137,3,4,2,1,3,Patio,Other,Other,"2708 Bains Ct, Crofton, MD 21114",Bains Ct,Crofton,MD 21114,1995,239,510000,https://www.zillow.com/homedetails/2708-Bains-Ct-Crofton-MD-21114/36014496_zpid/,17-Apr
4842,Other,No Data,Finished basement,No Data,No Data,Colonial,No Data,No Data,Shake/Shingle,7255,Single Family,3338,4,4,2,2,2,Patio,Other,Other,"2700 Savoy Ct, Crofton, MD 21114",Savoy Ct,Crofton,MD 21114,1992,150,499950,https://www.zillow.com/homedetails/2700-Savoy-Ct-Crofton-MD-21114/36014339_zpid/,17-Apr
4843,Forced air,Central,Finished basement,No Data,No Data,Colonial,No Data,No Data,Other,7013,Single Family,3499,4,4,4,0,3,Patio,Vinyl,Vinyl,"1553 Chapman Rd, Crofton, MD 21114",Chapman Rd,Crofton,MD 21114,1996,106,370000,https://www.zillow.com/homedetails/1553-Chapman-Rd-Crofton-MD-21114/36014462_zpid/,17-Apr
4844,Heat pump,Central,Partially finished,Carpet,Wood Floors,Traditional,Stone,Vinyl Siding,Asphalt,13503.6,Single Family,2035,2,4,2,0,3,Patio,Stone,Vinyl,"425 Mountain Rd, Crownsville, MD 21032",Mountain Rd,Crownsville,MD 21032,1930,189,384900,https://www.zillow.com/homedetails/425-Mountain-Rd-Crownsville-MD-21032/36010677_zpid/,20-Jan
4845,Heat pump,Central,Partially finished,No Data,No Data,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,26136,Single Family,2928,4,5,3,1,3,Patio,Vinyl,Vinyl,"1159 Blue Bird Ln, Crownsville, MD 21032",Blue Bird Ln,Crownsville,MD 21032,1985,171,500000,https://www.zillow.com/homedetails/1159-Blue-Bird-Ln-Crownsville-MD-21032/36017232_zpid/,19-Dec
4846,Heat pump,Central,Unfinished basement,Carpet,Hardwood,Ranch/Rambler,Aluminum Siding,Aluminum Siding,Asphalt,10001,Single Family,960,1,3,1,0,1,Patio,Metal,Shingle,"827 Oak Trl, Crownsville, MD 21032",Oak Trl,Crownsville,MD 21032,1974,297,284900,https://www.zillow.com/homedetails/827-Oak-Trl-Crownsville-MD-21032/36010486_zpid/,19-Dec
4847,Heat pump,Central,Partially finished,Wood Floors,Wood Floors,Federal,Stone,Brick,Metal,288802.8,Single Family,6131,5,4,4,1,2,Patio,Brick,Brick,"1002 Saint Helena Is, Crownsville, MD 21032",Saint Helena Is,Crownsville,MD 21032,1929,387,2370000,https://www.zillow.com/homedetails/1002-Saint-Helena-Is-Crownsville-MD-21032/35995756_zpid/,19-Dec
4848,Heat pump,Central,Finished basement,Carpet,Wood Floors,Colonial,Vinyl Siding,Vinyl Siding,Asphalt,22215.6,Single Family,3144,4,4,3,1,3,Patio,Vinyl,Vinyl,"505 Sycamore Trl, Crownsville, MD 21032",Sycamore Trl,Crownsville,MD 21032,1992,181,569000,https://www.zillow.com/homedetails/505-Sycamore-Trl-Crownsville-MD-21032/36011716_zpid/,19-Dec
4849,Forced air,Central,None,Hardwood,Tile,Colonial,No Data,No Data,Shake/Shingle,9583,Single Family,1500,3,3,2,1,2,Patio,Vinyl,Wood,"391 Maple Trl, Crownsville, MD 21032",Maple Trl,Crownsville,MD 21032,1979,216,324000,https://www.zillow.com/homedetails/391-Maple-Trl-Crownsville-MD-21032/36010778_zpid/,19-Dec
4850,Forced air,Central,Partially finished,Hardwood,Hardwood,No Data,Asbestos,Asbestos,Shake/Shingle,109771.2,Single Family,1236,1,3,1,0,1.5,Patio,Other,Other,"1206 Forney Rd, Crownsville, MD 21032",Forney Rd,Crownsville,MD 21032,1950,263,325000,https://www.zillow.com/homedetails/1206-Forney-Rd-Crownsville-MD-21032/58234082_zpid/,19-Dec
4851,Forced air,Central,Partially finished,Carpet,Wood Floors,Traditional,Vinyl Siding,Vinyl Siding,Composition,17424,Single Family,3200,4,4,4,0,3,Patio,Vinyl,Vinyl,"1202 Severnview Dr, Crownsville, MD 21032",Severnview Dr,Crownsville,MD 21032,1952,336,1075000,https://www.zillow.com/homedetails/1202-Severnview-Dr-Crownsville-MD-21032/36017517_zpid/,19-Dec
4852,Heat pump,Central,Partially finished,Hardwood,Hardwood,Craftsman,HardiPlank Type,HardiPlank Type,No Data,43995.6,Single Family,4896,4,5,4,0,3,Patio,Other,Other,"905 Misty Manor Ln, Millersville, MD 21108",Misty Manor Ln,Millersville,MD 21108,2019,194,950000,https://www.zillow.com/homedetails/905-Misty-Manor-Ln-Millersville-MD-21108/98359703_zpid/,19-Dec
4853,Forced air,Central,Finished basement,Wood Floors,Wood Floors,Colonial,Vinyl Siding,Brick,Shake/Shingle,49222.8,Single Family,3516,4,4,3,1,3,Patio,Other,Other,"810 Northfield Ln, Crownsville, MD 21032",Northfield Ln,Crownsville,MD 21032,1999,176,620000,https://www.zillow.com/homedetails/810-Northfield-Ln-Crownsville-MD-21032/36000799_zpid/,19-Dec
4854,Heat pump,Central,Finished basement,Wood Floors,Wood Floors,Colonial,Stucco,Brick,Shake/Shingle,45738,Single Family,5700,6,5,5,1,3,Patio,Brick,Stucco,"1212 Algonquin Rd, Crownsville, MD 21032",Algonquin Rd,Crownsville,MD 21032,1999,152,865000,https://www.zillow.com/homedetails/1212-Algonquin-Rd-Crownsville-MD-21032/35998846_zpid/,19-Dec
4855,Baseboard,Central,None,Carpet,Wood Floors,Ranch/Rambler,Vinyl Siding,Vinyl Siding,Asphalt,7500,Single Family,960,1,3,1,0,1,Yard,Metal,Metal,"809 Birch Trl, Crownsville, MD 21032",Birch Trl,Crownsville,MD 21032,1983,271,260000,https://www.zillow.com/homedetails/809-Birch-Trl-Crownsville-MD-21032/36010940_zpid/,19-Dec
4856,Forced air,Central,Partially finished,Wood Floors,Wood Floors,Ranch/Rambler,Brick,Brick,Shake/Shingle,52272,Single Family,1421,3,2,2,1,1,None,Brick,Brick,"1339 Generals Hwy, Crownsville, MD 21032",Generals Hwy,Crownsville,MD 21032,1963,211,300000,https://www.zillow.com/homedetails/1339-Generals-Hwy-Crownsville-MD-21032/35995112_zpid/,19-Dec
4857,Heat pump,Central,Finished basement,Carpet,Hardwood,Traditional,Vinyl Siding,Vinyl Siding,Asphalt,7501,Single Family,2486,4,4,3,1,3,Patio,Other,Vinyl,"814 Whitewood Trl, Crownsville, MD 21032",Whitewood Trl,Crownsville,MD 21032,2011,211,525000,https://www.zillow.com/homedetails/814-Whitewood-Trl-Crownsville-MD-21032/36010824_zpid/,19-Dec
4858,Forced air,Central,None,Carpet,Wood,Cape Cod,No Data,No Data,Asphalt,5662,Single Family,1294,1,3,1,0,2,Water,Other,Other,"740 N Riverside Dr, Crownsville, MD 21032",N Riverside Dr,Crownsville,MD 21032,1935,124,160000,https://www.zillow.com/homedetails/740-N-Riverside-Dr-Crownsville-MD-21032/36010811_zpid/,19-Nov
4859,Forced air,Central,Unfinished basement,Carpet,Hardwood,Colonial,No Data,No Data,Shake/Shingle,39639.6,Single Family,4384,4,4,3,1,3,Patio,Brick,Vinyl,"2022 Haverford Dr, Crownsville, MD 21032",Haverford Dr,Crownsville,MD 21032,1999,159,695000,https://www.zillow.com/homedetails/2022-Haverford-Dr-Crownsville-MD-21032/36013942_zpid/,19-Nov
4860,Radiant,Central,Partially finished,Hardwood,Hardwood,No Data,No Data,No Data,Shake/Shingle,93218.4,Single Family,2160,2,4,2,0,2,None,Cement concrete,Cement concrete,"1237 Generals Hwy, Crownsville, MD 21032",Generals Hwy,Crownsville,MD 21032,1940,493,1065000,https://www.zillow.com/homedetails/1237-Generals-Hwy-Crownsville-MD-21032/35995596_zpid/,19-Nov
4861,Forced air,Central,Partially finished,Carpet,Wood Floors,Split Foyer,Combination,Combination,Shake/Shingle,12196.8,Single Family,2402,2,4,2,0,2,Patio,Vinyl,Vinyl,"762 Barger Dr, Crownsville, MD 21032",Barger Dr,Crownsville,MD 21032,1975,149,359000,https://www.zillow.com/homedetails/762-Barger-Dr-Crownsville-MD-21032/36017223_zpid/,19-Nov
4862,Forced air,Central,Unfinished basement,Carpet,Wood Floors,Ranch/Rambler,Vinyl Siding,Vinyl Siding,Asphalt,14810.4,Single Family,2268,3,3,2,1,2,Patio,Vinyl,Vinyl,"447 Alder Trl, Crownsville, MD 21032",Alder Trl,Crownsville,MD 21032,1991,196,445000,https://www.zillow.com/homedetails/447-Alder-Trl-Crownsville-MD-21032/36011720_zpid/,19-Nov
4863,Forced air,Central,Partially finished,Wood Floors,Wood Floors,Colonial,Vinyl Siding,Brick,Shake/Shingle,17859.6,Single Family,2329,4,3,3,1,3,Patio,Brick,Vinyl,"1086 Plum Creek Dr, Crownsville, MD 21032",Plum Creek Dr,Crownsville,MD 21032,1971,161,375000,https://www.zillow.com/homedetails/1086-Plum-Creek-Dr-Crownsville-MD-21032/36017596_zpid/,19-Nov
4864,No Data,No Data,Finished basement,Carpet,Hardwood,No Data,No Data,No Data,No Data,20908.8,Single Family,5800,7,6,5,1,3,Patio,Stone,Vinyl,"1648 Grand Meadow Dr, Gambrills, MD 21054",Grand Meadow Dr,Gambrills,MD 21054,2019,209,1210516,https://www.zillow.com/homedetails/1648-Grand-Meadow-Dr-Gambrills-MD-21054/249786880_zpid/,19-Nov
4865,Heat pump,Central,Finished basement,Wood Floors,Wood Floors,Ranch/Rambler,Brick,Brick,Shake/Shingle,58370.4,Single Family,4070,4,3,3,1,2,Patio,Brick,Brick,"555 Osprey Point Rd, Crownsville, MD 21032",Osprey Point Rd,Crownsville,MD 21032,1986,184,750000,https://www.zillow.com/homedetails/555-Osprey-Point-Rd-Crownsville-MD-21032/36012851_zpid/,19-Nov
4866,Forced air,Central,None,Laminate,Laminate,Ranch,No Data,No Data,Composition,11761.2,Single Family,1188,1,3,1,0,1,None,Brick,Other,"1057 Plum Creek Dr, Crownsville, MD 21032",Plum Creek Dr,Crownsville,MD 21032,1957,235,279000,https://www.zillow.com/homedetails/1057-Plum-Creek-Dr-Crownsville-MD-21032/36017135_zpid/,19-Nov
4867,Baseboard,Central,Finished basement,Carpet,Wood Floors,Ranch/Rambler,Vinyl Siding,Brick,Shake/Shingle,12196.8,Single Family,2426,3,4,3,0,1,Patio,Brick,Vinyl,"1021 Dockser Dr, Crownsville, MD 21032",Dockser Dr,Crownsville,MD 21032,1971,159,385000,https://www.zillow.com/homedetails/1021-Dockser-Dr-Crownsville-MD-21032/36017128_zpid/,19-Nov
4868,Heat pump,Central,Finished basement,Carpet,Hardwood,Colonial,No Data,No Data,Composition,104544,Single Family,5278,4,4,3,1,3,Patio,Brick,Shingle,"1608 Maud Ln, Crownsville, MD 21032",Maud Ln,Crownsville,MD 21032,2011,153,810000,https://www.zillow.com/homedetails/1608-Maud-Ln-Crownsville-MD-21032/71791218_zpid/,19-Nov
4869,Forced air,Central,Finished basement,Carpet,Wood Floors,Colonial,Concrete,Brick,Other,93218.4,Single Family,6583,5,4,4,1,3,Patio,Brick,Cement concrete,"1505 Habersham Pl, Crownsville, MD 21032",Habersham Pl,Crownsville,MD 21032,1998,118,775000,https://www.zillow.com/homedetails/1505-Habersham-Pl-Crownsville-MD-21032/36013972_zpid/,19-Oct
4870,Stove,Central,None,Carpet,Wood Floors,Cape Cod,Other,Other,Shake/Shingle,10001,Single Family,1960,2,3,2,0,2,Patio,Vinyl,Vinyl,"809 Redwood Trl, Crownsville, MD 21032",Redwood Trl,Crownsville,MD 21032,1997,163,320000,https://www.zillow.com/homedetails/809-Redwood-Trl-Crownsville-MD-21032/36011123_zpid/,19-Oct
4871,Other,Central,Finished basement,Carpet,Hardwood,Other,No Data,No Data,Composition,83635.2,Single Family,2176,3,4,3,0,2,Patio,Brick,Vinyl,"1103 Oak View Dr, Crownsville, MD 21032",Oak View Dr,Crownsville,MD 21032,1975,193,419000,https://www.zillow.com/homedetails/1103-Oak-View-Dr-Crownsville-MD-21032/36017183_zpid/,19-Oct
4872,Heat pump,Central,None,No Data,No Data,Contemporary,Vinyl Siding,Vinyl Siding,Shake/Shingle,10001,Single Family,1732,3,3,3,0,3,Water,Vinyl,Vinyl,"914 Buttonwood Trl, Crownsville, MD 21032",Buttonwood Trl,Crownsville,MD 21032,2018,237,410000,https://www.zillow.com/homedetails/914-Buttonwood-Trl-Crownsville-MD-21032/36010491_zpid/,19-Oct
4873,Heat pump,Central,Unfinished basement,Carpet,Laminate,Colonial,Mixed,Mixed,Asphalt,37461.6,Single Family,2848,3,4,2,1,2,Patio,Cement concrete,Vinyl,"803 Dodge Ash Trl, Crownsville, MD 21032",Dodge Ash Trl,Crownsville,MD 21032,2006,181,515000,https://www.zillow.com/homedetails/803-Dodge-Ash-Trl-Crownsville-MD-21032/36011455_zpid/,19-Oct
4874,Heat pump,Central,Finished basement,Carpet,Hardwood,Contemporary,No Data,No Data,Shake/Shingle,22651.2,Single Family,5526,4,4,3,1,2,Patio,Other,Other,"375 Alenthus Trl, Crownsville, MD 21032",Alenthus Trl,Crownsville,MD 21032,2006,109,600000,https://www.zillow.com/homedetails/375-Alenthus-Trl-Crownsville-MD-21032/36010502_zpid/,19-Oct
4875,Forced air,Central,Finished basement,Hardwood,Slate,Colonial,Synthetic Stucco,Synthetic Stucco,Asphalt,74487.6,Single Family,4696,5,4,4,1,3,Patio,Stucco,Stucco,"1234 Algonquin Rd, Crownsville, MD 21032",Algonquin Rd,Crownsville,MD 21032,1998,241,1130000,https://www.zillow.com/homedetails/1234-Algonquin-Rd-Crownsville-MD-21032/35998859_zpid/,19-Oct
4876,Baseboard,None,None,No Data,No Data,Cape Cod,Aluminum Siding,Aluminum Siding,Shake/Shingle,7405,Single Family,1296,2,4,2,0,1,None,Other,Other,"811 Birch Trl, Crownsville, MD 21032",Birch Trl,Crownsville,MD 21032,1983,177,230000,https://www.zillow.com/homedetails/811-Birch-Trl-Crownsville-MD-21032/36010941_zpid/,19-Oct
4877,Heat pump,Central,Finished basement,Carpet,Wood Floors,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,57934.8,Single Family,4888,5,5,4,1,3,Patio,Vinyl,Vinyl,"813 Northfield Ln, Crownsville, MD 21032",Northfield Ln,Crownsville,MD 21032,1999,135,660000,https://www.zillow.com/homedetails/813-Northfield-Ln-Crownsville-MD-21032/36000809_zpid/,19-Oct
4878,Heat pump,Central,Partially finished,Carpet,Wood Floors,Colonial,Brick,Brick,Shake/Shingle,147232.8,Single Family,5566,5,4,3,2,3,Patio,Brick,Brick,"1355 Briarhill Ln, Crownsville, MD 21032",Briarhill Ln,Crownsville,MD 21032,1995,180,999500,https://www.zillow.com/homedetails/1355-Briarhill-Ln-Crownsville-MD-21032/36001295_zpid/,19-Oct
4879,Heat pump,Central,Partially finished,Wood Floors,Wood Floors,Craftsman,Stone,Vinyl Siding,No Data,10890,Single Family,4594,3,5,2,1,3,Water,Stone,Vinyl,"1711 Trents Way, Annapolis, MD 21409",Trents Way,Annapolis,MD 21409,2019,135,620000,https://www.zillow.com/homedetails/1711-Trents-Way-Annapolis-MD-21409/241908375_zpid/,19-Oct
4880,Heat pump,Central,Finished basement,Wood Floors,Wood Floors,Ranch/Rambler,Vinyl Siding,Vinyl Siding,Shake/Shingle,11761.2,Single Family,1705,2,3,2,0,2,Patio,Other,Other,"1037 Plum Creek Dr, Crownsville, MD 21032",Plum Creek Dr,Crownsville,MD 21032,1955,216,368000,https://www.zillow.com/homedetails/1037-Plum-Creek-Dr-Crownsville-MD-21032/36017144_zpid/,19-Oct
4881,Heat pump,Central,Finished basement,Carpet,Wood Floors,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,11325.6,Single Family,3080,3,4,2,1,3,Patio,Vinyl,Vinyl,"1012 Tudor Dr, Crownsville, MD 21032",Tudor Dr,Crownsville,MD 21032,2000,169,520000,https://www.zillow.com/homedetails/1012-Tudor-Dr-Crownsville-MD-21032/36017794_zpid/,19-Oct
4882,Heat pump,Central,Finished basement,Carpet,Hardwood,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,19602,Single Family,2115,3,3,2,1,2,Patio,Vinyl,Vinyl,"859 Cherry Trl, Crownsville, MD 21032",Cherry Trl,Crownsville,MD 21032,1994,231,489000,https://www.zillow.com/homedetails/859-Cherry-Trl-Crownsville-MD-21032/36011752_zpid/,19-Oct
4883,Forced air,Central,Finished basement,Carpet,Wood Floors,Other,Shake Siding,Brick Front,Other,11761.2,Single Family,1948,2,5,2,0,2,Patio,Brick,Brick,"1006 Wallace Rd, Crownsville, MD 21032",Wallace Rd,Crownsville,MD 21032,1973,195,378900,https://www.zillow.com/homedetails/1006-Wallace-Rd-Crownsville-MD-21032/36017423_zpid/,19-Oct
4884,Heat pump,Central,Finished basement,Carpet,Wood Floors,Split Foyer,Vinyl Siding,Vinyl Siding,Shake/Shingle,12632.4,Single Family,2080,2,4,2,0,2,None,Vinyl,Vinyl,"856 Hazel Trl, Crownsville, MD 21032",Hazel Trl,Crownsville,MD 21032,1979,162,336000,https://www.zillow.com/homedetails/856-Hazel-Trl-Crownsville-MD-21032/36011500_zpid/,19-Oct
4885,Heat pump,Central,Partially finished,Carpet,Carpet,Other,Wood Siding,Wood Siding,Shake/Shingle,84506.4,Single Family,1738,3,3,2,1,0,Patio,Wood,Wood,"1137 Valentine Creek Dr, Crownsville, MD 21032",Valentine Creek Dr,Crownsville,MD 21032,1985,262,455000,https://www.zillow.com/homedetails/1137-Valentine-Creek-Dr-Crownsville-MD-21032/36019140_zpid/,19-Sep
4886,Heat pump,Central,Partially finished,Wood Floors,Wood Floors,Colonial,Other,Other,Shake/Shingle,87120,Single Family,3480,3,4,2,1,3,Patio,Other,Other,"904 Indian Creek Ln, Crownsville, MD 21032",Indian Creek Ln,Crownsville,MD 21032,1988,197,685000,https://www.zillow.com/homedetails/904-Indian-Creek-Ln-Crownsville-MD-21032/36011929_zpid/,19-Sep
4887,Forced air,Central,Partially finished,Hardwood,Hardwood,Colonial,Brick,Vinyl Siding,Other,49658.4,Single Family,3813,3,4,2,1,3,Patio,Brick,Vinyl,"1502 Habersham Pl, Crownsville, MD 21032",Habersham Pl,Crownsville,MD 21032,1998,183,697000,https://www.zillow.com/homedetails/1502-Habersham-Pl-Crownsville-MD-21032/36013968_zpid/,19-Sep
4888,Forced air,Central,Finished basement,Carpet,Tile,Contemporary,Other,Other,Other,104979.6,Single Family,4957,4,4,3,1,3,Patio,Cement concrete,Cement concrete,"553 Osprey Point Rd, Crownsville, MD 21032",Osprey Point Rd,Crownsville,MD 21032,1986,202,1000000,https://www.zillow.com/homedetails/553-Osprey-Point-Rd-Crownsville-MD-21032/36012848_zpid/,19-Sep
4889,Heat pump,Central,Partially finished,No Data,No Data,No Data,No Data,No Data,Shake/Shingle,59677.2,Single Family,1488,3,4,3,0,1,None,Brick,Wood,"1270 Sheridan Rd, Crownsville, MD 21032",Sheridan Rd,Crownsville,MD 21032,1968,262,390000,https://www.zillow.com/homedetails/1270-Sheridan-Rd-Crownsville-MD-21032/36022408_zpid/,19-Sep
4890,Forced air,Central,Finished basement,Carpet,Hardwood,Other,Brick,Combination,Shake/Shingle,43995.6,Single Family,3016,4,4,3,1,2,None,Brick,Other,"1215 Fairfield Estates Ln, Crownsville, MD 21032",Fairfield Estates Ln,Crownsville,MD 21032,1993,199,600000,https://www.zillow.com/homedetails/1215-Fairfield-Estates-Ln-Crownsville-MD-21032/36007156_zpid/,19-Sep
4891,Baseboard,Central,Finished basement,No Data,No Data,Colonial,Mixed,Mixed,Shake/Shingle,14374.8,Single Family,1600,1,3,1,0,0,Water,Other,Other,"377 Lake Rd, Crownsville, MD 21032",Lake Rd,Crownsville,MD 21032,1924,169,270400,https://www.zillow.com/homedetails/377-Lake-Rd-Crownsville-MD-21032/62842527_zpid/,19-Sep
4892,Baseboard,Wall,None,Carpet,Hardwood,Contemporary,No Data,No Data,Shake/Shingle,22215.6,Single Family,2304,2,3,2,0,2,Patio,Wood,Wood,"1014 Plum Creek Dr, Crownsville, MD 21032",Plum Creek Dr,Crownsville,MD 21032,1975,341,785000,https://www.zillow.com/homedetails/1014-Plum-Creek-Dr-Crownsville-MD-21032/36017294_zpid/,19-Sep
4893,Forced air,Central,Finished basement,Carpet,Wood Floors,Split Foyer,Vinyl Siding,Vinyl Siding,Composition,12196.8,Single Family,2008,3,4,3,0,2,Patio,Cement concrete,Other,"765 Whitneys Landing Dr, Crownsville, MD 21032",Whitneys Landing Dr,Crownsville,MD 21032,1972,199,400000,https://www.zillow.com/homedetails/765-Whitneys-Landing-Dr-Crownsville-MD-21032/36017444_zpid/,19-Sep
4894,Heat pump,Central,Partially finished,Carpet,Carpet,Contemporary,Wood Siding,Wood Siding,Shake/Shingle,43995.6,Single Family,3500,3,3,2,1,3,Patio,Wood,Wood,"1176 W Mahogany Ln, Crownsville, MD 21032",W Mahogany Ln,Crownsville,MD 21032,1984,156,545000,https://www.zillow.com/homedetails/1176-W-Mahogany-Ln-Crownsville-MD-21032/36016761_zpid/,19-Sep
4895,Forced air,Central,Partially finished,Carpet,Wood Floors,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,39639.6,Single Family,3085,4,5,3,1,0,Patio,Vinyl,Vinyl,"1309 Salem Run, Crownsville, MD 21032",Salem Run,Crownsville,MD 21032,1998,229,707000,https://www.zillow.com/homedetails/1309-Salem-Run-Crownsville-MD-21032/36013714_zpid/,19-Sep
